id,domain,portal_system,portal_subdomain,confidence,detection_method,validated,validation_website,error,timestamp,created_at,updated_at
196,ziprent.com,guesty,,high,secondary_page:/auth/login,0,,,2026-02-01T21:09:42.105290,2026-02-13 07:00:10,2026-02-13 07:00:10
197,sundialaz.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:10:41.162389,2026-02-13 07:00:10,2026-02-13 07:00:10
198,memphis-propertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:11:19.310287,2026-02-13 07:00:10,2026-02-13 07:00:10
199,sacdelt.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:11:20.848678,2026-02-13 07:00:10,2026-02-13 07:00:10
200,peakresidential.com,appfolio,cornette.appfolio.com,low,homepage_fetch,0,,,2026-02-01T21:11:25.865268,2026-02-13 07:00:10,2026-02-13 07:00:10
201,revidrealty.com,appfolio,revid.appfolio.com,high,subdomain_probe,1,http://revidrealty.com,,2026-02-01T21:10:59.563713,2026-02-13 07:00:10,2026-02-13 07:00:10
203,pennyrealty.com,appfolio,pennyrealty.appfolio.com,high,homepage_fetch,1,http://www.pennyrealty.com,,2026-02-01T21:12:01.300101,2026-02-13 07:00:10,2026-02-13 07:00:10
204,provestrealty.com,appfolio,provest.appfolio.com,high,homepage_fetch,1,http://www.provestrealty.com,,2026-02-01T21:12:27.644596,2026-02-13 07:00:10,2026-02-13 07:00:10
205,rpmintegrity.com,appfolio,rpmca080.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmintegrity.com,,2026-02-01T21:12:29.763216,2026-02-13 07:00:10,2026-02-13 07:00:10
206,structureproperties.com,appfolio,structureproperties.appfolio.com,medium,subdomain_probe,0,,,2026-02-01T21:12:15.254142,2026-02-13 07:00:10,2026-02-13 07:00:10
207,maviunlimited.com,appfolio,maviunlimited.appfolio.com,high,homepage_fetch,1,http://www.maviunlimited.com,,2026-02-01T21:13:12.946613,2026-02-13 07:00:10,2026-02-13 07:00:10
208,vpmanagement.net,appfolio,vpmanagement.appfolio.com,high,homepage_fetch,1,http://vpmanagement.net,,2026-02-01T21:13:24.352900,2026-02-13 07:00:10,2026-02-13 07:00:10
209,tidewaterproperty.com,appfolio,tidewater.appfolio.com,high,homepage_fetch,1,http://www.tidewaterproperty.com,,2026-02-01T21:13:26.532187,2026-02-13 07:00:10,2026-02-13 07:00:10
210,witmanproperties.com,appfolio,witmanproperties.appfolio.com,high,homepage_fetch,1,http://witmanproperties.com,,2026-02-01T21:13:26.510637,2026-02-13 07:00:10,2026-02-13 07:00:10
211,pristinepm.com,rentvine,pristinepm.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:13:29.331348,2026-02-13 07:00:10,2026-02-13 07:00:10
212,managementpros.com,appfolio,rpmva002.appfolio.com,high,homepage_fetch,1,https://managementpros.com,,2026-02-01T21:13:28.825578,2026-02-13 07:00:10,2026-02-13 07:00:10
214,trusthomeproperties.com,appfolio,warnerquinlan.appfolio.com,high,homepage_fetch,1,https://trusthomeproperties.com/,,2026-02-01T21:14:34.944584,2026-02-13 07:00:10,2026-02-13 07:00:10
215,verandahproperties.com,appfolio,verandahproperties.appfolio.com,high,homepage_fetch,1,http://www.verandahproperties.com,,2026-02-01T21:14:37.420401,2026-02-13 07:00:10,2026-02-13 07:00:10
217,rpmrealty.net,appfolio,rpmrealty.appfolio.com,high,homepage_fetch,1,http://www.rpmrealty.net,,2026-02-01T21:14:50.847521,2026-02-13 07:00:10,2026-02-13 07:00:10
218,milarealty.com,buildium,orlandopropertymanagers.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:14:58.384442,2026-02-13 07:00:10,2026-02-13 07:00:10
219,thelistingrem.com,buildium,thelistingrealestatemanagement.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:15:12.079475,2026-02-13 07:00:10,2026-02-13 07:00:10
220,tampabaypropertymanagement.net,rentmanager,vintage.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:15:47.269323,2026-02-13 07:00:10,2026-02-13 07:00:10
221,rpmtampastpete.com,appfolio,rpmfl014.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmtampastpete.com,,2026-02-01T21:15:48.333960,2026-02-13 07:00:10,2026-02-13 07:00:10
222,wisepropertymanagement.com,appfolio,wisepropertymanagement.appfolio.com,medium,subdomain_probe,0,,,2026-02-01T21:15:30.585611,2026-02-13 07:00:10,2026-02-13 07:00:10
223,spectrumrealtypm.com,appfolio,spectrum.appfolio.com,low,homepage_fetch,0,,,2026-02-01T21:16:16.502378,2026-02-13 07:00:10,2026-02-13 07:00:10
224,redfortresspropertymanagement.com,rentmanager,redfortress.owa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:16:19.562395,2026-02-13 07:00:10,2026-02-13 07:00:10
225,msmsavannah.com,appfolio,msm.appfolio.com,high,homepage_fetch,1,http://www.msmsavannah.com,,2026-02-01T21:16:24.055569,2026-02-13 07:00:10,2026-02-13 07:00:10
226,opulentproperty.com,appfolio,opulent.appfolio.com,medium,subdomain_probe,0,,,2026-02-01T21:15:53.781264,2026-02-13 07:00:10,2026-02-13 07:00:10
227,sspropmanagement.com,rentmanager,sspm.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:16:40.405613,2026-02-13 07:00:10,2026-02-13 07:00:10
228,stlsmartrentals.com,buildium,stlsmartrentals.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:16:44.096794,2026-02-13 07:00:10,2026-02-13 07:00:10
229,reddoorrents.com,appfolio,reddoor.appfolio.com,high,homepage_fetch,1,http://www.reddoorrents.com,,2026-02-01T21:16:45.387331,2026-02-13 07:00:10,2026-02-13 07:00:10
230,rpmresults.com,appfolio,rpmin009.appfolio.com,high,secondary_page:/tenants/,1,http://rpmresults.com,,2026-02-01T21:16:47.346654,2026-02-13 07:00:10,2026-02-13 07:00:10
231,sbdhousing.com,rentmanager,sbdhs.owa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:17:35.714401,2026-02-13 07:00:10,2026-02-13 07:00:10
232,platinumrealtyandmgmt.com,rentmanager,platrm.owa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:17:49.173131,2026-02-13 07:00:10,2026-02-13 07:00:10
233,somgmt.com,appfolio,cdn.appfolio.com,low,homepage_fetch,0,,,2026-02-01T21:17:50.591209,2026-02-13 07:00:10,2026-02-13 07:00:10
237,nextgenrealty.com,appfolio,nextgenpm.appfolio.com,medium,subdomain_probe,0,,,2026-02-01T21:17:51.539752,2026-02-13 07:00:10,2026-02-13 07:00:10
238,tandcmanagement.com,appfolio,tcmanagement.appfolio.com,high,homepage_fetch,1,http://www.tandcmanagement.com,,2026-02-01T21:20:09.429605,2026-02-13 07:00:10,2026-02-13 07:00:10
239,sinatraandcompany.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:20:12.531378,2026-02-13 07:00:10,2026-02-13 07:00:10
240,talleyproperties.com,appfolio,talley.appfolio.com,high,homepage_fetch,1,http://www.talleyproperties.com,,2026-02-01T21:20:14.367806,2026-02-13 07:00:10,2026-02-13 07:00:10
241,masterkeypm.com,appfolio,masterkeypm.appfolio.com,high,homepage_fetch,1,http://www.masterkeypm.com,,2026-02-01T21:20:16.863840,2026-02-13 07:00:10,2026-02-13 07:00:10
242,ppmral.com,cincwebaxis,ppm.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-01T21:20:18.362353,2026-02-13 07:00:10,2026-02-13 07:00:10
243,vinebrookhomes.com,yardi,vinebrook-reslisting.rentcafe.com,high,homepage_fetch,0,,,2026-02-01T21:20:21.934359,2026-02-13 07:00:10,2026-02-13 07:00:10
244,premiermanagementnc.com,cincwebaxis,pmgmt.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-01T21:20:23.377116,2026-02-13 07:00:10,2026-02-13 07:00:10
245,trademarkresidential.com,appfolio,trademarkresidential.appfolio.com,high,secondary_page:/owners/,1,https://trademarkresidential.com/,,2026-02-01T21:20:19.161551,2026-02-13 07:00:10,2026-02-13 07:00:10
246,rlpmg.com,buildium,rlp.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:20:27.617540,2026-02-13 07:00:10,2026-02-13 07:00:10
247,stratagemmanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:20:29.879625,2026-02-13 07:00:10,2026-02-13 07:00:10
249,weareipm.com,appfolio,propertymunlimited.appfolio.com,high,homepage_fetch,1,http://www.weareipm.com,,2026-02-01T21:20:41.010833,2026-02-13 07:00:10,2026-02-13 07:00:10
250,oaktrustproperties.com,appfolio,oaktrustpmllc.appfolio.com,high,homepage_fetch,1,http://www.oaktrustproperties.com,,2026-02-01T21:20:45.448672,2026-02-13 07:00:10,2026-02-13 07:00:10
251,mpnashville615.com,yardi,,high,homepage_fetch,0,,,2026-02-01T21:21:17.656170,2026-02-13 07:00:10,2026-02-13 07:00:10
252,sterlingasi.com,custom:sterlingasi.net,,medium,homepage_custom_portal,0,,,2026-02-01T21:21:39.493143,2026-02-13 07:00:10,2026-02-13 07:00:10
253,timmonsproperties.com,appfolio,timmonsproperties.appfolio.com,high,subdomain_probe,1,,,2026-02-01T21:20:58.825150,2026-02-13 07:00:10,2026-02-13 07:00:10
254,reliantmanager.com,buildium,kbrealestaterentals.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:21:46.868698,2026-02-13 07:00:10,2026-02-13 07:00:10
255,rainieratx.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:22:00.298557,2026-02-13 07:00:10,2026-02-13 07:00:10
256,specializedpropertymanagementfortworth.com,propertyware,app.propertyware.com,high,secondary_page:/owner-portal/,0,,,2026-02-01T21:22:03.135502,2026-02-13 07:00:10,2026-02-13 07:00:10
257,treoproperties.com,appfolio,treorentals.appfolio.com,medium,subdomain_probe,0,,,2026-02-01T21:23:07.332680,2026-02-13 07:00:10,2026-02-13 07:00:10
258,tieronerents.com,rentvine,tieronerealestate.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:24:01.373556,2026-02-13 07:00:10,2026-02-13 07:00:10
259,utahpropertysolutions.com,appfolio,propsolutionsutah.appfolio.com,high,homepage_fetch,1,http://www.utahpropertysolutions.com,,2026-02-01T21:24:02.518349,2026-02-13 07:00:10,2026-02-13 07:00:10
260,mmpropertiesslc.com,appfolio,mandm.appfolio.com,high,homepage_fetch,1,http://www.mmpropertiesslc.com,,2026-02-01T21:24:01.061113,2026-02-13 07:00:10,2026-02-13 07:00:10
261,peakliving.com,appfolio,peak.appfolio.com,medium,subdomain_probe,0,,,2026-02-01T21:24:05.873330,2026-02-13 07:00:10,2026-02-13 07:00:10
262,offcampuspropertymanagement.com,appfolio,ocpm.appfolio.com,high,homepage_fetch,1,http://www.offcampuspropertymanagement.com,,2026-02-01T21:24:51.753292,2026-02-13 07:00:10,2026-02-13 07:00:10
263,resepm.com,appfolio,resepm.appfolio.com,high,secondary_page:/tenants/,1,http://www.resepm.com,,2026-02-01T21:24:49.474260,2026-02-13 07:00:10,2026-02-13 07:00:10
265,rpmsouthernutah.com,appfolio,rpmut009.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmsouthernutah.com,,2026-02-01T21:24:53.418296,2026-02-13 07:00:10,2026-02-13 07:00:10
266,rpmtoday.com,appfolio,rpmwa003.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmtoday.com/,,2026-02-01T21:24:57.288268,2026-02-13 07:00:10,2026-02-13 07:00:10
267,olyrents.com,propertyware,app.propertyware.com,high,secondary_page:/owner-portal/,0,,,2026-02-01T21:24:58.931647,2026-02-13 07:00:10,2026-02-13 07:00:10
268,whmilwaukee.com,appfolio,whmilwaukee.appfolio.com,high,homepage_fetch,1,http://www.whmilwaukee.com,,2026-02-01T21:25:28.610977,2026-02-13 07:00:10,2026-02-13 07:00:10
269,pammke.com,rentvine,pammke.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:25:31.381086,2026-02-13 07:00:10,2026-02-13 07:00:10
270,schulhofproperties.com,prospectportal,schulhofproperties.prospectportal.com,high,secondary_page:/contact/,0,,,2026-02-01T21:25:32.578212,2026-02-13 07:00:10,2026-02-13 07:00:10
271,vantagepointpropertymanagement.com,buildium,vantagepointproperties.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:25:45.244712,2026-02-13 07:00:10,2026-02-13 07:00:10
272,risingtidemanagement.net,rentmanager,leasepg.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:25:46.899266,2026-02-13 07:00:10,2026-02-13 07:00:10
273,revitalizerealty.com,appfolio,revitalizerealty.appfolio.com,high,homepage_fetch,1,http://revitalizerealty.com,,2026-02-01T21:25:51.333794,2026-02-13 07:00:10,2026-02-13 07:00:10
274,rcpmanage.com,appfolio,rocketcitypm.appfolio.com,high,homepage_fetch,1,http://www.rcpmanage.com,,2026-02-01T21:25:53.289471,2026-02-13 07:00:10,2026-02-13 07:00:10
277,time2rent.com,propertyware,www.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:25:59.326337,2026-02-13 07:00:10,2026-02-13 07:00:10
278,phoenixpropertymanagement.biz,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:26:00.231153,2026-02-13 07:00:10,2026-02-13 07:00:10
279,prsrentals.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:26:01.396139,2026-02-13 07:00:10,2026-02-13 07:00:10
280,rpmphoenixvalley.com,appfolio,rpmaz001.appfolio.com,low,homepage_fetch,0,,,2026-02-01T21:26:09.145961,2026-02-13 07:00:10,2026-02-13 07:00:10
281,rpmrincon.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:26:15.022326,2026-02-13 07:00:10,2026-02-13 07:00:10
282,rentrightproperties.com,appfolio,rentrightms.appfolio.com,high,homepage_fetch,1,http://www.rentrightproperties.com,,2026-02-01T21:26:19.010245,2026-02-13 07:00:10,2026-02-13 07:00:10
283,newconceptproperties.com,appfolio,newconceptproperty.appfolio.com,high,secondary_page:/tenants/,1,http://www.newconceptproperties.com,,2026-02-01T21:26:14.258439,2026-02-13 07:00:10,2026-02-13 07:00:10
284,mymarathonproperty.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:26:23.354047,2026-02-13 07:00:10,2026-02-13 07:00:10
285,tiner.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:27:04.156726,2026-02-13 07:00:10,2026-02-13 07:00:10
287,starrpm.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:27:52.391941,2026-02-13 07:00:10,2026-02-13 07:00:10
288,rpmesgv.com,appfolio,rpmca058.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmesgv.com,,2026-02-01T21:27:53.588620,2026-02-13 07:00:10,2026-02-13 07:00:10
289,theearnesthomes.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:28:01.413963,2026-02-13 07:00:10,2026-02-13 07:00:10
290,powerpropertymanagement.com,appfolio,powerpropertygroup.appfolio.com,high,homepage_fetch,1,http://www.powerpropertymanagement.com,,2026-02-01T21:28:05.468096,2026-02-13 07:00:10,2026-02-13 07:00:10
291,weleaseusa.com,appfolio,welease.appfolio.com,high,homepage_fetch,1,http://www.weleaseusa.com,,2026-02-01T21:28:41.340380,2026-02-13 07:00:10,2026-02-13 07:00:10
292,redwoodpropertyrentals.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:29:46.051703,2026-02-13 07:00:10,2026-02-13 07:00:10
293,propertymanagementplatinum.com,appfolio,rpmca092.appfolio.com,low,secondary_page:/tenants/,0,,,2026-02-01T21:29:46.821660,2026-02-13 07:00:10,2026-02-13 07:00:10
295,vippropertyinc.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:29:55.712256,2026-02-13 07:00:10,2026-02-13 07:00:10
296,resrents.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:29:57.950599,2026-02-13 07:00:10,2026-02-13 07:00:10
297,weststarproperty.com,appfolio,wspropmgmt.appfolio.com,high,homepage_fetch,1,http://www.weststarproperty.com,,2026-02-01T21:29:56.848440,2026-02-13 07:00:10,2026-02-13 07:00:10
298,noblepmg.com,appfolio,flrentals.appfolio.com,high,homepage_fetch,1,http://www.noblepmg.com,,2026-02-01T21:29:59.688248,2026-02-13 07:00:10,2026-02-13 07:00:10
299,rpmnow.com,appfolio,rpmrealty.appfolio.com,medium,subdomain_probe,0,,,2026-02-01T21:31:14.951550,2026-02-13 07:00:10,2026-02-13 07:00:10
300,robertcwhite.com,appfolio,robertcwhite.appfolio.com,high,secondary_page:/for-tenants,1,http://www.robertcwhite.com,,2026-02-01T21:31:32.289465,2026-02-13 07:00:10,2026-02-13 07:00:10
301,phillylivingmanagement.com,appfolio,phillylivingmanagementgroup.appfolio.com,low,homepage_fetch,0,,,2026-02-01T21:31:59.839363,2026-02-13 07:00:10,2026-02-13 07:00:10
302,rentwell.com,appfolio,rentwell.appfolio.com,high,homepage_fetch,1,http://www.rentwell.com,,2026-02-01T21:32:03.205573,2026-02-13 07:00:10,2026-02-13 07:00:10
303,richeypm.com,rentvine,richeypm.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:32:04.676844,2026-02-13 07:00:10,2026-02-13 07:00:10
304,rwmaryland.com,appfolio,dbg.appfolio.com,low,homepage_fetch,0,,,2026-02-01T21:32:06.024632,2026-02-13 07:00:10,2026-02-13 07:00:10
306,rovirapropertymanagement.com,buildium,rovirapm.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:32:10.091085,2026-02-13 07:00:10,2026-02-13 07:00:10
308,tampapropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-01T21:32:41.990308,2026-02-13 07:00:10,2026-02-13 07:00:10
311,rebaterentals.com,appfolio,rebaterentals.appfolio.com,high,homepage_fetch,1,http://www.rebaterentals.com,,2026-02-01T21:33:21.368993,2026-02-13 07:00:10,2026-02-13 07:00:10
312,pensacolarealtymasters.com,rentvine,pensacolarealtymasters.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:33:24.432239,2026-02-13 07:00:10,2026-02-13 07:00:10
313,rentwithintegrity.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:33:26.133841,2026-02-13 07:00:10,2026-02-13 07:00:10
314,royalpalmpm.com,rentvine,royalpalmpropertymanagementinc.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:33:26.383376,2026-02-13 07:00:10,2026-02-13 07:00:10
315,pamtproperty.com,appfolio,pamtpm.appfolio.com,high,homepage_fetch,1,http://www.pamtproperty.com,,2026-02-01T21:34:01.047705,2026-02-13 07:00:10,2026-02-13 07:00:10
317,morgan-properties.com,yardi,morgan-properties.rentcafe.com,high,homepage_fetch,0,,,2026-02-01T21:34:04.334683,2026-02-13 07:00:10,2026-02-13 07:00:10
319,wisconsinpropertymanagers.com,buildium,wisconsinpropertymanagers.managebuilding.com,high,homepage_fetch,0,,,2026-02-01T21:34:05.451953,2026-02-13 07:00:10,2026-02-13 07:00:10
320,pmimeridian.com,rentvine,pmiindy.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:34:27.504132,2026-02-13 07:00:10,2026-02-13 07:00:10
321,propertymanagerfortwayne.com,rentvine,selectpropertymgmt.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:34:34.085769,2026-02-13 07:00:10,2026-02-13 07:00:10
322,mydbdhome.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:34:35.007947,2026-02-13 07:00:10,2026-02-13 07:00:10
323,ruhlhomes.com,appfolio,ruhlpm.appfolio.com,high,subdomain_probe,1,http://www.ruhlhomes.com/rentals,,2026-02-01T21:34:08.341392,2026-02-13 07:00:10,2026-02-13 07:00:10
324,thebrawleygroup.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:34:57.485515,2026-02-13 07:00:10,2026-02-13 07:00:10
325,slrealty.net,appfolio,sharonlandrumrealty.appfolio.com,high,homepage_fetch,1,http://slandrum@slrealty.net,,2026-02-01T21:34:58.557231,2026-02-13 07:00:10,2026-02-13 07:00:10
327,wattsgroupiowa.com,rentmanager,prime.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:35:11.979052,2026-02-13 07:00:10,2026-02-13 07:00:10
329,rentcedarvalley.com,appfolio,dkmgmt.appfolio.com,high,homepage_fetch,1,http://rentcedarvalley.com,,2026-02-01T21:35:16.836523,2026-02-13 07:00:10,2026-02-13 07:00:10
330,omahapropertymanagement.com,appfolio,myoppm.appfolio.com,low,homepage_fetch,0,,,2026-02-01T21:35:18.808999,2026-02-13 07:00:10,2026-02-13 07:00:10
331,mpmlex.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:35:22.912911,2026-02-13 07:00:10,2026-02-13 07:00:10
333,realiantpm.com,appfolio,realiantllc.appfolio.com,high,homepage_fetch,1,http://www.realiantpm.com,,2026-02-01T21:35:23.966530,2026-02-13 07:00:10,2026-02-13 07:00:10
334,portpropmgt.com,yardi,,high,homepage_fetch,0,,,2026-02-01T21:35:27.759533,2026-02-13 07:00:10,2026-02-13 07:00:10
335,portproperty.com,yardi,,high,homepage_fetch,0,,,2026-02-01T21:35:29.656752,2026-02-13 07:00:10,2026-02-13 07:00:10
336,nelsonpropertymanagement.com,rentvine,nelsonpropertymanagement.rentvine.com,high,homepage_fetch,0,,,2026-02-01T21:36:14.952553,2026-02-13 07:00:10,2026-02-13 07:00:10
337,metrodetroitrpm.com,appfolio,rpmmi003.appfolio.com,low,secondary_page:/tenants/,0,,,2026-02-01T21:36:16.319662,2026-02-13 07:00:10,2026-02-13 07:00:10
338,mthmgt.com,appfolio,mth.appfolio.com,high,homepage_fetch,1,,,2026-02-01T21:36:30.924835,2026-02-13 07:00:10,2026-02-13 07:00:10
342,matikmanagement.com,yardi,,high,homepage_fetch,0,,,2026-02-01T21:37:36.098715,2026-02-13 07:00:10,2026-02-13 07:00:10
343,rpmviking.com,appfolio,rpmmn006.appfolio.com,high,secondary_page:/tenants/,1,http://www.rpmviking.com,,2026-02-01T21:37:32.148141,2026-02-13 07:00:10,2026-02-13 07:00:10
344,mpmfm.com,appfolio,,high,homepage_fetch,0,,,2026-02-01T21:37:42.434273,2026-02-13 07:00:10,2026-02-13 07:00:10
345,prairiepropertymgt.com,yardi,,high,homepage_fetch,0,,,2026-02-01T21:37:40.607784,2026-02-13 07:00:10,2026-02-13 07:00:10
347,ppmnebraska.com,appfolio,performancere.appfolio.com,high,homepage_fetch,1,http://www.ppmnebraska.com,,2026-02-01T21:37:45.470138,2026-02-13 07:00:10,2026-02-13 07:00:10
348,orangerealtygroup.com,appfolio,orangerealty.appfolio.com,high,homepage_fetch,1,http://www.orangerealtygroup.com,,2026-02-01T21:37:48.870599,2026-02-13 07:00:10,2026-02-13 07:00:10
350,tkpsrealty.com,rentmanager,Turnkey.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-01T21:37:56.806483,2026-02-13 07:00:10,2026-02-13 07:00:10
351,rbnv.us,appfolio,realty.appfolio.com,high,homepage_fetch,1,http://www.rbnv.us,,2026-02-01T21:37:57.967954,2026-02-13 07:00:10,2026-02-13 07:00:10
